Replication Factor	Partition	Message Size	Acks	Batch Size	Linger ms	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
1	5	1000	1	500000	5	102944.2042	98.18	281.37	377	286	336	353	367
1	5	1000	1	500000	5	103806.056	99	282.07667	632.33333	282.66667	484.66667	574.33333	601.66667
2	1	100	1	16384	0	490099.9804	46.74	551.53	1418	414	1139	1346	1392
2	1	100	1	16384	0	824130.5423	78.6	150.5	488	73	441	482	487
2	1	100	1	16384	0	741179.9585	70.68	319.87	496	326	469	487	494
2	1	100	1	16384	0	685136.8271	65.34	340.63333	800.66667	271	683	771.66667	791
2	1	100	1	16384	2	866851.595	82.67	101.47	425	54	310	386	422
2	1	100	1	16384	2	752671.9855	71.78	275.39	838	216	738	817	837
2	1	100	1	16384	2	843170.3204	80.41	205.8	439	214	414	436	438
2	1	100	1	16384	2	820897.967	78.28667	194.22	567.33333	161.33333	487.33333	546.33333	565.66667
2	1	100	1	16384	5	750863.493	71.61	234.82	821	170	761	811	821
2	1	100	1	16384	5	824130.5423	78.6	151.78	1071	111	1025	1057	1069
2	1	100	1	16384	5	901875.9019	86.01	125.15	774	95	730	764	773
2	1	100	1	16384	5	825623.3124	78.74	170.58333	888.66667	125.33333	838.66667	877.33333	887.66667
2	1	100	1	200000	0	832778.1479	79.42	137.9	2293	1	2190	2282	2290
2	1	100	1	200000	0	832778.1479	79.42	161.4	907	1	622	843	904
2	1	100	1	200000	0	480215.1364	45.8	500.6	3306	462	3186	3286	3304
2	1	100	1	200000	0	715257.1441	68.21333	266.63333	2168.66667	154.66667	1999.33333	2137	2166
2	1	100	1	200000	2	869111.7678	82.88	141.98	398	137	363	393	397
2	1	100	1	200000	2	671140.9396	64	261.05	1700	196	1660	1689	1697
2	1	100	1	200000	2	924556.213	88.17	86.87	269	63	206	244	268
2	1	100	1	200000	2	821602.9735	78.35	163.3	789	132	743	775.33333	787.33333
2	1	100	1	200000	5	846453.3604	80.72	150.88	448	125	361	407	447
2	1	100	1	200000	5	770534.7511	73.48	254.92	436	305	418	427	432
2	1	100	1	200000	5	764292.2654	72.89	234.45	446	237	424	433	440
2	1	100	1	200000	5	793760.1256	75.69667	213.41667	443.33333	222.33333	401	422.33333	439.66667
2	1	100	1	500000	0	759301.4427	72.41	238.64	468	330	414	437	464
2	1	100	1	500000	0	813802.0833	77.61	211.44	615	233	440	550	611
2	1	100	1	500000	0	813934.5597	77.62	193.55	434	182	390	408	426
2	1	100	1	500000	0	795679.3619	75.88	214.54333	505.66667	248.33333	414.66667	465	500.33333
2	1	100	1	500000	2	712961.6427	67.99	279.29	1253	282	1176	1221	1249
2	1	100	1	500000	2	881367.883	84.05	97.69	325	94	238	290	322
2	1	100	1	500000	2	858074.4809	81.83	147.18	395	123	363	385	393
2	1	100	1	500000	2	817468.0022	77.95667	174.72	657.66667	166.33333	592.33333	632	654.66667
2	1	100	1	500000	5	797575.3709	76.06	155.31	656	142	599	640	653
2	1	100	1	500000	5	662866.2336	63.22	221.41	2567	42	2458	2535	2562
2	1	100	1	500000	5	1011531.459	96.47	28.82	140	27	70	106	139
2	1	100	1	500000	5	823991.021	78.58333	135.18	1121	70.33333	1042.33333	1093.66667	1118
2	1	500	1	16384	0	205930.8072	98.2	280.54	733	272	659	719	731
2	1	500	1	16384	0	192566.917	91.82	307.09	425	320	377	422	425
2	1	500	1	16384	0	174764.0685	83.33	337.54	731	334	521	690	727
2	1	500	1	16384	0	191087.2643	91.11667	308.39	629.66667	308.66667	519	610.33333	627.66667
2	1	500	1	16384	2	171969.0456	82	344.79	500	364	441	487	499
2	1	500	1	16384	2	173400.3815	82.68	338.33	655	348	526	620	628
2	1	500	1	16384	2	180245.1334	85.95	328.68	625	335	478	598	625
2	1	500	1	16384	2	175204.8535	83.54333	337.26667	593.33333	349	481.66667	568.33333	584
2	1	500	1	16384	5	167364.0167	79.81	345.97	556	357	448	490	533
2	1	500	1	16384	5	181752.0901	86.67	329.53	642	342	549	621	641
2	1	500	1	16384	5	180180.1802	85.92	333.98	459	347	399	424	458
2	1	500	1	16384	5	176432.0957	84.13333	336.49333	552.33333	348.66667	465.33333	511.66667	544
2	1	500	1	200000	0	176647.2355	84.23	323.31	429	359	400	405	424
2	1	500	1	200000	0	141964.7927	67.69	422.13	1871	353	1786	1829	1869
2	1	500	1	200000	0	204834.0844	97.67	275.34	390	296	350	367	386
2	1	500	1	200000	0	174482.0375	83.19667	340.26	896.66667	336	845.33333	867	893
2	1	500	1	200000	2	198491.4649	94.65	287.98	570	308	391	514	567
2	1	500	1	200000	2	149053.5102	71.07	400.55	1855	323	1784	1830	1854
2	1	500	1	200000	2	199441.5636	95.1	285.74	416	309	372	389	412
2	1	500	1	200000	2	182328.8462	86.94	324.75667	947	313.33333	849	911	944.33333
2	1	500	1	200000	5	142795.9446	68.09	413.6	3072	247	3002	3062	3071
2	1	500	1	200000	5	228102.1898	108.77	241.85	653	258	501	617	650
2	1	500	1	200000	5	206270.6271	98.36	277.18	1118	290	943	1046	1117
2	1	500	1	200000	5	192389.5872	91.74	310.87667	1614.33333	265	1482	1575	1612.66667
2	1	500	1	500000	0	174003.8281	82.97	325.53	706	342	560	667	687
2	1	500	1	500000	0	179823.7727	85.75	314.81	1032	343	796	1003	1031
2	1	500	1	500000	0	171998.624	82.02	333.66	472	355	414	443	454
2	1	500	1	500000	0	175275.4083	83.58	324.66667	736.66667	346.66667	590	704.33333	724
2	1	500	1	500000	2	145095.7632	69.19	416.46	1494	324	1418	1464	1483
2	1	500	1	500000	2	192826.8415	91.95	297.77	441	315	386	432	439
2	1	500	1	500000	2	166057.7881	79.18	352.69	1385	306	1289	1347	1364
2	1	500	1	500000	2	167993.4643	80.10667	355.64	1106.66667	315	1031	1081	1095.33333
2	1	500	1	500000	5	180929.9801	86.27	317.17	470	331	417	443	453
2	1	500	1	500000	5	138831.0426	66.2	432.24	1698	374	1579	1654	1693
2	1	500	1	500000	5	184638.1093	88.04	309.83	486	321	424	470	483
2	1	500	1	500000	5	168133.044	80.17	353.08	884.66667	342	806.66667	855.66667	876.33333
2	1	1000	1	16384	0	78419.07152	74.79	390.32	1582	319	1511	1562	1578
2	1	1000	1	16384	0	93545.3695	89.21	321.47	681	311	556	662	680
2	1	1000	1	16384	0	92524.05625	88.24	331.46	921	314	696	902	912
2	1	1000	1	16384	0	88162.83243	84.08	347.75	1061.33333	314.66667	921	1042	1056.66667
2	1	1000	1	16384	2	91174.32531	86.95	328.65	427	341	402	416	425
2	1	1000	1	16384	2	71194.64616	67.9	406.34	1736	363	471	1706	1714
2	1	1000	1	16384	2	100341.1599	95.69	298.39	381	307	362	374	378
2	1	1000	1	16384	2	87570.04381	83.51333	344.46	848	337	411.66667	832	839
2	1	1000	1	16384	5	91058.09507	86.84	325.44	872	317	777	869	871
2	1	1000	1	16384	5	75528.70091	72.03	398.29	1849	306	1818	1845	1848
2	1	1000	1	16384	5	95620.57755	91.19	315.07	537	312	488	520	536
2	1	1000	1	16384	5	87402.45784	83.35333	346.26667	1086	311.66667	1027.66667	1078	1085
2	1	1000	1	200000	0	26520.97809	25.29	1229.72	7471	73	6676	6796	7370
2	1	1000	1	200000	0	338294.9932	322.62	63.94	137	72	92	103	104
2	1	1000	1	200000	0	312500	298.02	76.93	144	84	107	109	109
2	1	1000	1	200000	0	225771.9904	215.31	456.86333	2584	76.33333	2291.66667	2336	2527.66667
2	1	1000	1	200000	2	6542.704231	6.24	4881.31	10109	4513	8591	9870	10106
2	1	1000	1	200000	2	280112.0448	267.14	89.23	351	78	285	348	351
2	1	1000	1	200000	2	300300.3003	286.39	70.9	280	78	95	102	108
2	1	1000	1	200000	2	195651.6831	186.59	1680.48	3580	1556.33333	2990.33333	3440	3521.66667
2	1	1000	1	200000	5	271444.0825	258.87	92.8	431	79	385	430	431
2	1	1000	1	200000	5	21588.01433	20.59	1500.83	10976	491	7933	10609	10972
2	1	1000	1	200000	5	339673.913	323.94	69.01	152	75	86	90	96
2	1	1000	1	200000	5	210902.0033	201.13333	554.21333	3853	215	2801.33333	3709.66667	3833
2	1	1000	1	500000	0	17386.46638	16.58	1721.18	12083	385	10984	11821	12039
2	1	1000	1	500000	0	238777.4594	227.72	104.04	514	73	500	512	513
2	1	1000	1	500000	0	311915.1591	297.47	61.49	341	69	83	87	89
2	1	1000	1	500000	0	189359.695	180.59	628.90333	4312.66667	175.66667	3855.66667	4140	4213.66667
2	1	1000	1	500000	2	316055.6258	301.41	72.78	236	73	164	219	235
2	1	1000	1	500000	2	103050.2885	98.28	58.08	3591	68	88	93	95
2	1	1000	1	500000	2	341763.4997	325.93	67.81	143	75	90	92	93
2	1	1000	1	500000	2	253623.138	241.87333	66.22333	1323.33333	72	114	134.66667	141
2	1	1000	1	500000	5	14917.80291	14.23	2197.16	14040	360	11559	13402	13666
2	1	1000	1	500000	5	330033.0033	314.74	63.92	162	73	92	98	99
2	1	1000	1	500000	5	367107.1953	350.1	60.86	149	63	82	86	88
2	1	1000	1	500000	5	237352.6672	226.35667	773.98	4783.66667	165.33333	3911	4528.66667	4617.66667
2	2	100	1	16384	0	447828.034	42.71	405.55	2457	50	603	788	836
2	2	100	1	16384	0	600312.1623	57.25	370.47	2498	75	661	711	719
2	2	100	1	16384	0	996412.9135	95.03	21.69	152	14	83	112	126
2	2	100	1	16384	0	681517.7033	64.99667	265.90333	1702.33333	46.33333	449	537	560.33333
2	2	100	1	16384	2	948406.6768	90.45	85.28	297	193	284	294	296
2	2	100	1	16384	2	1101321.586	105.03	11.11	141	2	62	81	85
2	2	100	1	16384	2	1033484.911	98.56	19.19	137	4	76	90	108
2	2	100	1	16384	2	1027737.725	98.01333	38.52667	191.66667	66.33333	140.66667	155	163
2	2	100	1	16384	5	721188.5187	68.78	262.97	1710	262	1635	1683	1708
2	2	100	1	16384	5	1085776.33	103.55	18	142	2	69	83	97
2	2	100	1	16384	5	882145.3776	84.13	158.87	530	102	347	374	384
2	2	100	1	16384	5	896370.0754	85.48667	146.61333	794	122	683.66667	713.33333	729.66667
2	2	100	1	200000	0	847457.6271	80.82	94.05	795	2	627	740	778
2	2	100	1	200000	0	153765.7225	14.66	1790.67	25970	422	25496	25856	25966
2	2	100	1	200000	0	274062.7055	26.14	868.42	12164	1	453	576	618
2	2	100	1	200000	0	425095.3517	40.54	917.71333	12976.33333	141.66667	8858.66667	9057.33333	9120.66667
2	2	100	1	200000	2	1533742.331	146.27	2.57	143	2	4	8	47
2	2	100	1	200000	2	1568381.43	149.57	2.28	135	2	4	5	8
2	2	100	1	200000	2	1491201.909	142.21	4.98	165	2	3	5	18
2	2	100	1	200000	2	1531108.557	146.01667	3.27667	147.66667	2	3.66667	6	24.33333
2	2	100	1	200000	5	288867.0634	27.55	857.84	11177	6	10019	11156	11175
2	2	100	1	200000	5	1213297.743	115.71	59.74	969	2	900	936	953
2	2	100	1	200000	5	1178967.225	112.44	30.84	665	2	6	144	169
2	2	100	1	200000	5	893710.6771	85.23333	316.14	4270.33333	3.33333	3641.66667	4078.66667	4099
2	2	100	1	500000	0	549752.6113	52.43	419.59	747	439	546	575	604
2	2	100	1	500000	0	563634.3141	53.75	387.18	2344	452	2264	2306	2340
2	2	100	1	500000	0	759301.4427	72.41	179.87	595	86	329	368	378
2	2	100	1	500000	0	624229.456	59.53	328.88	1228.66667	325.66667	1046.33333	1083	1107.33333
2	2	100	1	500000	2	696475.8323	66.42	290.97	727	373	621	693	722
2	2	100	1	500000	2	738552.4372	70.43	208.21	535	199	411	435	471
2	2	100	1	500000	2	533674.8853	50.9	466.08	2108	358	1805	2035	2104
2	2	100	1	500000	2	656234.3849	62.58333	321.75333	1123.33333	310	945.66667	1054.33333	1099
2	2	100	1	500000	5	1024590.164	97.71	78.6	303	76	237	286	299
2	2	100	1	500000	5	820209.9738	78.22	188.95	608	192	521	568	603
2	2	100	1	500000	5	661463.1565	63.08	345.76	1098	377	1019	1073	1093
2	2	100	1	500000	5	835421.0981	79.67	204.43667	669.66667	215	592.33333	642.33333	665
2	2	500	1	16384	0	121906.6195	58.13	507.65	5008	290	4851	4984	5005
2	2	500	1	16384	0	299760.1918	142.94	186.39	302	171	259	272	277
2	2	500	1	16384	0	163719.7119	78.07	359.92	1452	274	1267	1294	1305
2	2	500	1	16384	0	195128.8411	93.04667	351.32	2254	245	2125.66667	2183.33333	2195.66667
2	2	500	1	16384	2	163052.3398	77.75	362.86	619	371	476	573	605
2	2	500	1	16384	2	136035.9135	64.87	433.41	1908	418	1870	1899	1907
2	2	500	1	16384	2	175131.3485	83.51	335.91	454	336	389	408	413
2	2	500	1	16384	2	158073.2006	75.37667	377.39333	993.66667	375	911.66667	960	975
2	2	500	1	16384	5	158428.3904	75.54	374.51	998	428	859	967	996
2	2	500	1	16384	5	157529.9307	75.12	377.38	508	386	442	460	465
2	2	500	1	16384	5	166251.0391	79.27	359.91	1266	364	462	583	607
2	2	500	1	16384	5	160736.4534	76.64333	370.6	924	392.66667	587.66667	670	689.33333
2	2	500	1	200000	0	167000.668	79.63	345.42	480	373	444	459	471
2	2	500	1	200000	0	165016.5017	78.69	351.28	816	399	795	807	814
2	2	500	1	200000	0	168095.4782	80.15	334.03	830	361	613	787	826
2	2	500	1	200000	0	166704.216	79.49	343.57667	708.66667	377.66667	617.33333	684.33333	703.66667
2	2	500	1	200000	2	90917.35612	43.35	447.77	5573	354	525	3109	3119
2	2	500	1	200000	2	487092.0604	232.26	70.96	236	37	202	210	222
2	2	500	1	200000	2	241196.3338	115.01	232.72	729	225	621	647	654
2	2	500	1	200000	2	273068.5835	130.20667	250.48333	2179.33333	205.33333	449.33333	1322	1331.66667
2	2	500	1	200000	5	130225.2898	62.1	451.91	1626	441	1541	1590	1612
2	2	500	1	200000	5	149409.8312	71.24	389.04	622	405	492	594	617
2	2	500	1	200000	5	128270.9082	61.16	455.31	2366	6	400	415	424
2	2	500	1	200000	5	135968.6764	64.83333	432.08667	1538	284	811	866.33333	884.33333
2	2	500	1	500000	0	167364.0167	79.81	337.34	493	325	391	401	415
2	2	500	1	500000	0	144571.346	68.94	405	1569	272	1120	1183	1195
2	2	500	1	500000	0	162548.7646	77.51	336.21	575	322	404	430	438
2	2	500	1	500000	0	158161.3758	75.42	359.51667	879	306.33333	638.33333	671.33333	682.66667
2	2	500	1	500000	2	134517.0837	64.14	434.63	2804	309	2691	2764	2794
2	2	500	1	500000	2	165892.5017	79.1	335.32	1401	281	1146	1218	1244
2	2	500	1	500000	2	188288.4579	89.78	293.18	468	309	411	455	461
2	2	500	1	500000	2	162899.3478	77.67333	354.37667	1557.66667	299.66667	1416	1479	1499.66667
2	2	500	1	500000	5	154798.7616	73.81	372.15	715	384	506	650	709
2	2	500	1	500000	5	129132.2314	61.58	458.51	1463	421	1339	1409	1455
2	2	500	1	500000	5	144990.5756	69.14	360.12	1252	296	391	414	420
2	2	500	1	500000	5	142973.8562	68.17667	396.92667	1143.33333	367	745.33333	824.33333	861.33333
2	2	1000	1	16384	0	87657.78401	83.6	342.38	443	353	416	431	438
2	2	1000	1	16384	0	78259.50853	74.63	381.23	583	372	542	559	577
2	2	1000	1	16384	0	52465.89717	50.04	598.33	3945	376	3806	3908	3938
2	2	1000	1	16384	0	72794.39657	69.42333	440.64667	1657	367	1588	1632.66667	1651
2	2	1000	1	16384	2	101853.738	97.14	295.91	894	266	802	886	892
2	2	1000	1	16384	2	82142.27041	78.34	363.97	1554	302	1281	1524	1551
2	2	1000	1	16384	2	93423.01943	89.1	317.06	449	322	418	433	445
2	2	1000	1	16384	2	92473.00929	88.19333	325.64667	965.66667	296.66667	833.66667	947.66667	962.66667
2	2	1000	1	16384	5	56293.62756	53.69	542.37	3761	345	3545	3731	3760
2	2	1000	1	16384	5	114968.9584	109.64	256.56	369	265	333	349	364
2	2	1000	1	16384	5	77639.75155	74.04	384.87	2029	263	1696	2010	2028
2	2	1000	1	16384	5	82967.44583	79.12333	394.6	2053	291	1858	2030	2050.66667
2	2	1000	1	200000	0	94858.6606	90.46	316.19	559	329	414	522	557
2	2	1000	1	200000	0	83836.35144	79.95	354.86	662	378	555	609	659
2	2	1000	1	200000	0	82617.31659	78.79	360.35	1231	374	626	1159	1214
2	2	1000	1	200000	0	87104.10954	83.06667	343.8	817.33333	360.33333	531.66667	763.33333	810
2	2	1000	1	200000	2	71952.79896	68.62	421.72	1006	389	845	958	987
2	2	1000	1	200000	2	85382.51366	81.43	351.04	1268	348	1000	1199	1266
2	2	1000	1	200000	2	80945.44277	77.2	345.36	617	348	550	585	613
2	2	1000	1	200000	2	79426.91847	75.75	372.70667	963.66667	361.66667	798.33333	914	955.33333
2	2	1000	1	200000	5	55138.95015	52.58	548.56	4433	354	2302	4376	4430
2	2	1000	1	200000	5	6113.665265	5.83	5338.68	41138	1894	29063	40695	41124
2	2	1000	1	200000	5	301023.4798	287.08	76.1	432	60	325	405	430
2	2	1000	1	200000	5	120758.6984	115.16333	1987.78	15334.33333	769.33333	10563.33333	15158.66667	15328
2	2	1000	1	500000	0	16541.50263	15.78	1896.64	7786	1036	5919	6624	6740
2	2	1000	1	500000	0	302297.4607	288.29	66.21	312	60	211	301	310
2	2	1000	1	500000	0	17237.81287	16.44	1845.58	6490	1355	4652	5576	6216
2	2	1000	1	500000	0	112025.5921	106.83667	1269.47667	4862.66667	817	3594	4167	4422
2	2	1000	1	500000	2	362318.8406	345.53	57.7	153	69	111	139	143
2	2	1000	1	500000	2	198491.4649	189.3	47.77	1402	55	91	96	97
2	2	1000	1	500000	2	214132.7623	204.21	46.6	1219	52	71	75	76
2	2	1000	1	500000	2	258314.3559	246.34667	50.69	924.66667	58.66667	91	103.33333	105.33333
2	2	1000	1	500000	5	13452.4322	12.83	2208.35	14482	907	11131	14080	14366
2	2	1000	1	500000	5	348189.415	332.06	63.18	193	65	150	178	190
2	2	1000	1	500000	5	19600.1568	18.69	1461.98	8990	572	6669	7955	8871
2	2	1000	1	500000	5	127080.668	121.19333	1244.50333	7888.33333	514.66667	5983.33333	7404.33333	7809
2	5	100	1	16384	0	689655.1724	65.77	95.99	1496	50	336	1476	1494
2	5	100	1	16384	0	1048437.828	99.99	21.24	183	12	83	143	160
2	5	100	1	16384	0	1149954.002	109.67	10.34	184	2	31	54	73
2	5	100	1	16384	0	962682.334	91.81	42.52333	621	21.33333	150	557.66667	575.66667
2	5	100	1	16384	2	1115822.361	106.41	28.99	348	1	216	313	344
2	5	100	1	16384	2	1245019.92	118.73	3.13	140	1	15	56	73
2	5	100	1	16384	2	1153402.537	110	14.67	322	1	17	102	128
2	5	100	1	16384	2	1171414.94	111.71333	15.59667	270	1	82.66667	157	181.66667
2	5	100	1	16384	5	1132502.831	108	20.73	382	1	39	71	85
2	5	100	1	16384	5	1213003.396	115.68	16.79	313	1	66	157	170
2	5	100	1	16384	5	1086720.278	103.64	31.55	367	4	244	344	364
2	5	100	1	16384	5	1144075.502	109.10667	23.02333	354	2	116.33333	190.66667	206.33333
2	5	100	1	200000	0	510152.0253	48.65	370.14	5746	1	385	572	637
2	5	100	1	200000	0	1103752.759	105.26	46.74	502	2	398	481	498
2	5	100	1	200000	0	566508.0444	54.03	383.91	1506	751	1071	1385	1489
2	5	100	1	200000	0	726804.2764	69.31333	266.93	2584.66667	251.33333	618	812.66667	874.66667
2	5	100	1	200000	2	572344.3223	54.58	390.36	1096	779	934	1048	1093
2	5	100	1	200000	2	619962.8022	59.12	344.14	1405	2	79	111	124
2	5	100	1	200000	2	643169.5395	61.34	340.67	888	691	813	842	882
2	5	100	1	200000	2	611825.5547	58.34667	358.39	1129.66667	490.66667	608.66667	667	699.66667
2	5	100	1	200000	5	578770.6911	55.2	403.04	1970	650	1879	1953	1962
2	5	100	1	200000	5	717257.2084	68.4	291.05	788	4	9	27	40
2	5	100	1	200000	5	698129.0142	66.58	297.15	801	616	751	771	780
2	5	100	1	200000	5	664718.9712	63.39333	330.41333	1186.33333	423.33333	879.66667	917	927.33333
2	5	100	1	500000	0	655565.7532	62.52	324.21	1691	1	294	369	404
2	5	100	1	500000	0	560789.5917	53.48	369.25	4664	1	18	171	207
2	5	100	1	500000	0	933009.8899	88.98	104.73	1219	279	1158	1205	1217
2	5	100	1	500000	0	716455.0783	68.32667	266.06333	2524.66667	93.66667	490	581.66667	609.33333
2	5	100	1	500000	2	760571.9501	72.53	235	1556	211	584	603	717
2	5	100	1	500000	2	629881.5823	60.07	345.67	2260	2	5	16	53
2	5	100	1	500000	2	568892.9344	54.25	381.13	2622	2	655	1976	2025
2	5	100	1	500000	2	653115.4889	62.28333	320.6	2146	71.66667	414.66667	865	931.66667
2	5	100	1	500000	5	614552.6057	58.61	358.61	2852	70	145	731	784
2	5	100	1	500000	5	686718.8573	65.49	310.91	2066	71	134	165	183
2	5	100	1	500000	5	582411.1823	55.54	378.66	2659	5	13	56	465
2	5	100	1	500000	5	627894.2151	59.88	349.39333	2525.66667	48.66667	97.33333	317.33333	477.33333
2	5	500	1	16384	0	132380.1959	63.12	453.2	3252	304	2347	3037	3223
2	5	500	1	16384	0	161316.3413	76.92	356.69	1159	283	810	1114	1158
2	5	500	1	16384	0	94957.7438	45.28	652.68	4910	264	4609	4844	4908
2	5	500	1	16384	0	129551.427	61.77333	487.52333	3107	283.66667	2588.66667	2998.33333	3096.33333
2	5	500	1	16384	2	294811.3208	140.58	180.39	463	130	422	447	462
2	5	500	1	16384	2	157084.5115	74.9	359.86	1962	170	1882	1945	1954
2	5	500	1	16384	2	158931.9771	75.78	360.8	832	403	780	806	830
2	5	500	1	16384	2	203609.2698	97.08667	300.35	1085.66667	234.33333	1028	1066	1082
2	5	500	1	16384	5	138197.8994	65.9	419.13	872	487	841	861	869
2	5	500	1	16384	5	141582.8968	67.51	408.29	1010	510	819	906	973
2	5	500	1	16384	5	143369.1756	68.36	406.39	1489	320	1143	1409	1487
2	5	500	1	16384	5	141049.9906	67.25667	411.27	1123.66667	439	934.33333	1058.66667	1109.66667
2	5	500	1	200000	0	139372.8223	66.46	391.34	1244	219	959	1216	1243
2	5	500	1	200000	0	148875.9863	70.99	372.56	796	502	733	784	794
2	5	500	1	200000	0	147557.9165	70.36	373.66	785	476	739	745	776
2	5	500	1	200000	0	145268.9084	69.27	379.18667	941.66667	399	810.33333	915	937.66667
2	5	500	1	200000	2	131337.0108	62.63	448.5	1766	585	1482	1701	1747
2	5	500	1	200000	2	137797.9881	65.71	411.99	1940	338	1850	1918	1934
2	5	500	1	200000	2	166333.9987	79.31	330.08	738	381	688	705	731
2	5	500	1	200000	2	145156.3325	69.21667	396.85667	1481.33333	434.66667	1340	1441.33333	1470.66667
2	5	500	1	200000	5	138927.4799	66.25	415.44	2301	456	2180	2270	2292
2	5	500	1	200000	5	171762.281	81.9	325.55	713	375	651	674	694
2	5	500	1	200000	5	158805.7805	75.72	356.14	1184	276	832	1094	1151
2	5	500	1	200000	5	156498.5138	74.62333	365.71	1399.33333	369	1221	1346	1379
2	5	500	1	500000	0	143163.9227	68.27	349.55	1947	76	1773	1843	1909
2	5	500	1	500000	0	140944.327	67.21	357.68	2005	79	1764	1904	1995
2	5	500	1	500000	0	136967.5387	65.31	371.7	2134	43	1896	2035	2118
2	5	500	1	500000	0	140358.5961	66.93	359.64333	2028.66667	66	1811	1927.33333	2007.33333
2	5	500	1	500000	2	149745.4328	71.4	358.31	1977	83	1822	1900	1971
2	5	500	1	500000	2	149611.0114	71.34	358.83	1985	82	1769	1903	1947
2	5	500	1	500000	2	109950.5223	52.43	513.57	5082	74	3952	4833	4925
2	5	500	1	500000	2	136435.6555	65.05667	410.23667	3014.66667	79.66667	2514.33333	2878.66667	2947.66667
2	5	500	1	500000	5	197199.7634	94.03	267.87	1595	63	1349	1483	1587
2	5	500	1	500000	5	134480.9037	64.13	401.52	3278	68	3019	3162	3272
2	5	500	1	500000	5	150897.8422	71.95	361.54	2100	71	1853	2001	2071
2	5	500	1	500000	5	160859.5031	76.70333	343.64333	2324.33333	67.33333	2073.66667	2215.33333	2310
2	5	1000	1	16384	0	71551.23068	68.24	412.4	998	469	867	901	993
2	5	1000	1	16384	0	64069.70784	61.1	457.22	1125	619	825	1033	1124
2	5	1000	1	16384	0	66102.59122	63.04	449.75	1632	512	845	1540	1629
2	5	1000	1	16384	0	67241.17658	64.12667	439.79	1251.66667	533.33333	845.66667	1158	1248.66667
2	5	1000	1	16384	2	71797.81735	68.47	407.93	900	498	804	873	899
2	5	1000	1	16384	2	28560.00457	27.24	1125.24	14468	154	14006	14386	14466
2	5	1000	1	16384	2	88198.97689	84.11	114.91	3535	117	162	267	334
2	5	1000	1	16384	2	62852.26627	59.94	549.36	6301	256.33333	4990.66667	5175.33333	5233
2	5	1000	1	16384	5	47719.03035	45.51	638.39	1545	738	1474	1513	1525
2	5	1000	1	16384	5	2468.489729	2.35	13184.98	110164	1873	79510	92693	110162
2	5	1000	1	16384	5	165180.0463	157.53	178.78	633	150	563	625	631
2	5	1000	1	16384	5	71789.18878	68.46333	4667.38333	37447.33333	920.33333	27182.33333	31610.33333	37439.33333
2	5	1000	1	200000	0	338524.0352	322.84	56.68	156	44	119	121	128
2	5	1000	1	200000	0	348189.415	332.06	61.22	146	69	120	127	130
2	5	1000	1	200000	0	235849.0566	224.92	99.96	570	63	534	566	569
2	5	1000	1	200000	0	307520.8356	293.27333	72.62	290.66667	58.66667	257.66667	271.33333	275.66667
2	5	1000	1	200000	2	14225.15577	13.57	2269.98	6882	1940	5843	6606	6877
2	5	1000	1	200000	2	363901.0189	347.04	57.97	147	63	87	101	103
2	5	1000	1	200000	2	10265.04342	9.79	2986.3	6835	4347	5996	6417	6705
2	5	1000	1	200000	2	129463.7394	123.46667	1771.41667	4621.33333	2116.66667	3975.33333	4374.66667	4561.66667
2	5	1000	1	200000	5	361532.8995	344.78	58.11	152	71	111	118	119
2	5	1000	1	200000	5	11846.09553	11.3	2716.97	7691	1174	6776	7256	7474
2	5	1000	1	200000	5	337381.9163	321.75	67.05	244	38	203	233	242
2	5	1000	1	200000	5	236920.3038	225.94333	947.37667	2695.66667	427.66667	2363.33333	2535.66667	2611.66667
2	5	1000	1	500000	0	353356.8905	336.99	57.94	352	10	310	336	348
2	5	1000	1	500000	0	118483.4123	112.99	65.41	2843	10	297	449	470
2	5	1000	1	500000	0	297619.0476	283.83	76	584	11	431	566	580
2	5	1000	1	500000	0	256486.4501	244.60333	66.45	1259.66667	10.33333	346	450.33333	466
2	5	1000	1	500000	2	16244.31449	15.49	1904.16	15338	14	13553	14432	14970
2	5	1000	1	500000	2	290023.2019	276.59	79.97	569	9	358	535	557
2	5	1000	1	500000	2	351123.5955	334.86	54.88	348	8	311	333	343
2	5	1000	1	500000	2	219130.3706	208.98	679.67	5418.33333	10.33333	4740.66667	5100	5290
2	5	1000	1	500000	5	355366.027	338.9	61.86	362	10	304	323	358
2	5	1000	1	500000	5	15604.03208	14.88	1880.85	11343	149	9912	10585	11008
2	5	1000	1	500000	5	361010.8303	344.29	57.61	322	10	299	311	317
2	5	1000	1	500000	5	243993.6298	232.69	666.77333	4009	56.33333	3505	3739.66667	3894.33333
5	1	100	1	16384	0	272583.5469	26	1050.76	2814	756	2196	2637	2793
5	1	100	1	16384	0	476553.5646	45.45	572.94	2050	446	1902	2025	2048
5	1	100	1	16384	0	881212.5485	84.04	80.87	278	52	204	260	277
5	1	100	1	16384	0	543449.8867	51.83	568.19	1714	418	1434	1640.66667	1706
5	1	100	1	16384	2	820075.4469	78.21	170.24	463	180	395	416	460
5	1	100	1	16384	2	406206.8405	38.74	582.11	7190	65	7111	7150	7181
5	1	100	1	16384	2	820344.5447	78.23	181.19	503	167	416	486	502
5	1	100	1	16384	2	682208.9441	65.06	311.18	2718.66667	137.33333	2640.66667	2684	2714.33333
