Replication Factor	Partition	Message Size	Acks	Batch Size	Max Request Size	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
1	5	500	1	16384	10000000	165234.6332	78.79	352.96	479	369	454	470	478
1	5	500	1	16384	10000000	132345.1562	63.11	448.95	775	494	656	764	772
1	5	500	1	16384	10000000	164107.2521	78.25333	365.36	562	394.66667	502.66667	549.33333	556
1	5	500	1	200000	1048576	130225.2898	62.1	452.41	606	460	541	573	586
1	5	500	1	200000	1048576	131492.4392	62.7	451.01	1254	399	866	1179	1253
1	5	500	1	200000	1048576	128534.7044	61.29	461.02	1893	386	1722	1845	1890
1	5	500	1	200000	1048576	130084.1444	62.03	454.81333	1251	415	1043	1199	1243
1	5	500	1	200000	5000000	80153.89548	38.22	750.13	6565	394	6417	6520	6563
1	5	500	1	200000	5000000	257003.341	122.55	205.39	348	224	299	329	343
1	5	500	1	200000	5000000	159821.0005	76.21	362.76	1706	299	1520	1634	1658
1	5	500	1	200000	5000000	165659.4123	78.99333	439.42667	2873	305.66667	2745.33333	2827.66667	2854.66667
1	5	500	1	200000	10000000	152508.7693	72.72	385.39	2348	271	2270	2325	2342
1	5	500	1	200000	10000000	194212.4684	92.61	294.56	416	322	369	388	414
1	5	500	1	200000	10000000	146670.5779	69.94	401.56	1729	333	1366	1709	1724
1	5	500	1	200000	10000000	164463.9385	78.42333	360.50333	1497.66667	308.66667	1335	1474	1493.33333
1	5	500	1	500000	1048576	163934.4262	78.17	337.98	1218	335	964	1122	1163
1	5	500	1	500000	1048576	151492.1982	72.24	372	598	395	502	556	575
1	5	500	1	500000	1048576	149499.1778	71.29	378.31	544	401	463	492	506
1	5	500	1	500000	1048576	154975.2674	73.9	362.76333	786.66667	377	643	723.33333	748
1	5	500	1	500000	5000000	117938.4361	56.24	488.27	1407	429	1068	1279	1388
1	5	500	1	500000	5000000	120700.0604	57.55	491.16	2784	345	1807	2659	2774
1	5	500	1	500000	5000000	115101.2891	54.88	518.49	2418	323	1752	2272	2411
1	5	500	1	500000	5000000	117913.2619	56.22333	499.30667	2203	365.66667	1542.33333	2070	2191
1	5	500	1	500000	10000000	279485.7462	133.27	177.13	354	201	287	327	341
1	5	500	1	500000	10000000	198176.7737	94.5	279.11	633	279	548	624	631
1	5	500	1	500000	10000000	143864.1922	68.6	400.32	680	406	543	602	623
1	5	500	1	500000	10000000	207175.5707	98.79	285.52	555.66667	295.33333	459.33333	517.66667	531.66667
1	5	1000	1	16384	1048576	65884.83331	62.83	456.35	1074	436	808	999	1049
1	5	1000	1	16384	1048576	66533.59947	63.45	454.67	570	467	542	555	567
1	5	1000	1	16384	1048576	69589.42241	66.37	435.2	1326	448	1033	1262	1309
1	5	1000	1	16384	1048576	67335.95173	64.21667	448.74	990	450.33333	794.33333	938.66667	975
1	5	1000	1	16384	5000000	69483.04614	66.26	436.16	527	478	504	511	524
1	5	1000	1	16384	5000000	69589.42241	66.37	433.51	895	482	679	851	893
1	5	1000	1	16384	5000000	70881.76921	67.6	426.02	707	427	511	661	695
1	5	1000	1	16384	5000000	69984.74592	66.74333	431.89667	709.66667	462.33333	564.66667	674.33333	704
1	5	1000	1	16384	10000000	63799.92344	60.84	476.19	1513	419	1480	1498	1511
1	5	1000	1	16384	10000000	47103.15591	44.92	669.58	7565	198	7520	7558	7564
1	5	1000	1	16384	10000000	107250.1073	102.28	277.23	836	244	730	805	836
1	5	1000	1	16384	10000000	72717.72887	69.34667	474.33333	3304.66667	287	3243.33333	3287	3303.66667
1	5	1000	1	200000	1048576	88778.40909	84.67	327.93	484	327	425	461	466
1	5	1000	1	200000	1048576	83277.81479	79.42	358.1	524	372	435	474	518
1	5	1000	1	200000	1048576	66190.09796	63.12	461.7	2148	364	2015	2139	2142
1	5	1000	1	200000	1048576	79415.44061	75.73667	382.57667	1052	354.33333	958.33333	1024.66667	1042
1	5	1000	1	200000	5000000	86625.08663	82.61	343.53	434	373	408	416	429
1	5	1000	1	200000	5000000	79936.05116	76.23	372.89	515	386	464	485	504
1	5	1000	1	200000	5000000	65928.27004	62.87	461.41	1807	385	1452	1720	1800
1	5	1000	1	200000	5000000	77496.46928	73.90333	392.61	918.66667	381.33333	774.66667	873.66667	911
1	5	1000	1	200000	10000000	76887.59034	73.33	392.86	1263	386	999	1239	1255
1	5	1000	1	200000	10000000	62806.18013	59.9	482.99	2091	386	1893	2042	2090
1	5	1000	1	200000	10000000	44056.74509	42.02	717.37	6621	368	6529	6605	6617
1	5	1000	1	200000	10000000	61250.17185	58.41667	531.07333	3325	380	3140.33333	3295.33333	3320.66667
1	5	1000	1	500000	1048576	103305.7851	98.52	283.52	1700	202	1666	1689	1696
1	5	1000	1	500000	1048576	109027.4749	103.98	266.42	431	280	356	374	411
1	5	1000	1	500000	1048576	84545.14711	80.63	345.05	657	359	490	593	645
1	5	1000	1	500000	1048576	98959.46905	94.37667	298.33	929.33333	280.33333	837.33333	885.33333	917.33333
1	5	1000	1	500000	5000000	71326.67618	68.02	418.23	714	412	577	601	643
1	5	1000	1	500000	5000000	51240.0082	48.87	597.97	2786	446	2395	2703	2736
1	5	1000	1	500000	5000000	86325.96685	82.33	339.98	919	323	726	908	909
1	5	1000	1	500000	5000000	69630.88374	66.40667	452.06	1473	393.66667	1232.66667	1404	1429.33333
1	5	1000	1	500000	10000000	74560.09544	71.11	390.33	570	378	516	554	567
1	5	1000	1	500000	10000000	71154.11982	67.86	418.24	734	413	552	615	694
1	5	1000	1	500000	10000000	55151.11405	52.6	559.01	4493	288	4004	4360	4366
1	5	1000	1	500000	10000000	66955.10977	63.85667	455.86	1932.33333	359.66667	1690.66667	1843	1875.66667
2	1	100	1	16384	1048576	405580.7917	38.68	658.09	2671	406	2502	2649	2668
2	1	100	1	16384	1048576	718700.5893	68.54	239.04	861	164	789	828	848
2	1	100	1	16384	1048576	757231.5614	72.22	226.68	934	187	862	922	933
2	1	100	1	16384	1048576	627170.9808	59.81333	374.60333	1488.66667	252.33333	1384.33333	1466.33333	1483
2	1	100	1	16384	5000000	756887.6779	72.18	192.8	602	147	561	597	602
2	1	100	1	16384	5000000	1038421.599	99.03	8.69	137	1	42	67	70
2	1	100	1	16384	5000000	683153.4363	65.15	176.46	2479	3	2449	2471	2478
2	1	100	1	16384	5000000	826154.2378	78.78667	125.98333	1072.66667	50.33333	1017.33333	1045	1050
2	1	100	1	16384	10000000	1034768.212	98.68	32.71	132	25	96	113	118
2	1	100	1	16384	10000000	265139.4634	25.29	907.44	13285	2	13159	13282	13284
2	1	100	1	16384	10000000	1002606.778	95.62	40.65	209	1	173	189	207
2	1	100	1	16384	10000000	767504.8176	73.19667	326.93333	4542	9.33333	4476	4528	4536.33333
2	1	100	1	200000	1048576	748951.4679	71.43	180.95	1041	1	948	991	1039
2	1	100	1	200000	1048576	415765.8407	39.65	612.19	1170	715	879	1102	1167
2	1	100	1	200000	1048576	424700.5861	40.5	622.69	3355	535	3179	3315	3352
2	1	100	1	200000	1048576	529805.9649	50.52667	471.94333	1855.33333	417	1668.66667	1802.66667	1852.66667
2	1	100	1	200000	5000000	689464.9752	65.75	296.48	539	394	514	521	536
2	1	100	1	200000	5000000	427972.2674	40.81	561.12	4279	375	4059	4222	4264
2	1	100	1	200000	5000000	737680.7318	70.35	206.91	665	166	561	650	663
2	1	100	1	200000	5000000	618372.6581	58.97	354.83667	1827.66667	311.66667	1711.33333	1797.66667	1821
2	1	100	1	200000	10000000	396573.6041	37.82	597.27	5137	210	4939	5083	5127
2	1	100	1	200000	10000000	854554.777	81.5	126.67	482	55	434	470	480
2	1	100	1	200000	10000000	392834.6952	37.46	572.07	6738	134	6483	6693	6734
2	1	100	1	200000	10000000	547987.6921	52.26	432.00333	4119	133	3952	4082	4113.66667
2	1	100	1	500000	1048576	888572.9518	84.74	114.33	579	23	437	525	551
2	1	100	1	500000	1048576	538909.2477	51.39	418.5	749	528	693	715	723
2	1	100	1	500000	1048576	483418.7373	46.1	497.12	1044	615	706	963	1026
2	1	100	1	500000	1048576	636966.9789	60.74333	343.31667	790.66667	388.66667	612	734.33333	766.66667
2	1	100	1	500000	5000000	464338.7816	44.28	560.49	3026	456	2910	2991	3022
2	1	100	1	500000	5000000	647416.8069	61.74	322.51	584	412	543	551	557
2	1	100	1	500000	5000000	483699.3325	46.13	519.39	3355	395	3208	3326	3344
2	1	100	1	500000	5000000	531818.307	50.71667	467.46333	2321.66667	421	2220.33333	2289.33333	2307.66667
2	1	100	1	500000	10000000	653936.6989	62.36	329.44	602	428	540	572	584
2	1	100	1	500000	10000000	509424.3505	48.58	462.11	976	563	895	927	970
2	1	100	1	500000	10000000	548005.2609	52.26	405.51	706	518	635	690	703
2	1	100	1	500000	10000000	570455.4368	54.4	399.02	761.33333	503	690	729.66667	752.33333
2	1	500	1	16384	1048576	116198.0014	55.41	523.71	1555	470	1516	1536	1553
2	1	500	1	16384	1048576	113199.0038	53.98	535.58	1573	496	1517	1548	1567
2	1	500	1	16384	1048576	124409.057	59.32	486.94	638	513	601	622	632
2	1	500	1	16384	1048576	117935.3541	56.23667	515.41	1255.33333	493	1211.33333	1235.33333	1250.66667
2	1	500	1	16384	5000000	105764.146	50.43	579.6	1805	533	1701	1774	1799
2	1	500	1	16384	5000000	100806.4516	48.07	614.63	1872	468	1828	1864	1868
2	1	500	1	16384	5000000	141663.1251	67.55	416.6	620	433	544	582	612
2	1	500	1	16384	5000000	116077.9076	55.35	536.94333	1432.33333	478	1357.66667	1406.66667	1426.33333
2	1	500	1	16384	10000000	117426.0216	55.99	516.28	1749	480	1666	1726	1748
2	1	500	1	16384	10000000	130327.1211	62.14	462.56	1081	496	949	1063	1079
2	1	500	1	16384	10000000	68827.86152	32.82	925	6904	437	6737	6872	6902
2	1	500	1	16384	10000000	105527.0014	50.31667	634.61333	3244.66667	471	3117.33333	3220.33333	3243
2	1	500	1	200000	1048576	266311.5846	126.99	199.73	334	230	315	326	333
2	1	500	1	200000	1048576	163078.9302	77.76	361.91	567	360	494	545	562
2	1	500	1	200000	1048576	108295.4299	51.64	530.41	1147	564	695	745	1096
2	1	500	1	200000	1048576	179228.6482	85.46333	364.01667	682.66667	384.66667	501.33333	538.66667	663.66667
2	1	500	1	200000	5000000	76734.19276	36.59	657.72	4615	585	684	4451	4614
2	1	500	1	200000	5000000	170096.9553	81.11	334.18	1067	325	911	1042	1064
2	1	500	1	200000	5000000	138927.4799	66.25	423.55	820	420	610	787	818
2	1	500	1	200000	5000000	128586.2093	61.31667	471.81667	2167.33333	443.33333	735	2093.33333	2165.33333
2	1	500	1	200000	10000000	106055.7853	50.57	571.75	3640	354	3562	3628	3636
2	1	500	1	200000	10000000	127534.7532	60.81	475.99	1006	443	872	947	974
2	1	500	1	200000	10000000	123319.7682	58.8	477.83	660	510	616	650	659
2	1	500	1	200000	10000000	118970.1022	56.72667	508.52333	1768.66667	435.66667	1683.33333	1741.66667	1756.33333
2	1	500	1	500000	1048576	112107.6233	53.46	538.71	729	567	677	706	726
2	1	500	1	500000	1048576	101667.3444	48.48	601.76	3426	433	3327	3403	3423
2	1	500	1	500000	1048576	141884.2225	67.66	407.85	692	432	562	670	678
2	1	500	1	500000	1048576	118553.0634	56.53333	516.10667	1615.66667	477.33333	1522	1593	1609
2	1	500	1	500000	5000000	108825.7699	51.89	558.73	2779	444	2704	2757	2772
2	1	500	1	500000	5000000	138657.7926	66.12	422.24	843	447	583	813	840
2	1	500	1	500000	5000000	113752.7016	54.24	531.01	1867	460	1779	1836	1865
2	1	500	1	500000	5000000	120412.0881	57.41667	503.99333	1829.66667	450.33333	1688.66667	1802	1825.66667
2	1	500	1	500000	10000000	116184.501	55.4	516.81	1059	497	973	1022	1027
2	1	500	1	500000	10000000	95165.58812	45.38	649.23	4102	430	4004	4075	4096
2	1	500	1	500000	10000000	147514.3827	70.34	390.14	717	422	529	673	715
2	1	500	1	500000	10000000	119621.4906	57.04	518.72667	1959.33333	449.66667	1835.33333	1923.33333	1946
2	1	1000	1	16384	1048576	40141.29737	38.28	788.82	6290	464	6033	6231	6265
2	1	1000	1	16384	1048576	96880.44953	92.39	302.73	919	234	734	896	918
2	1	1000	1	16384	1048576	58823.52941	56.1	514.24	822	502	755	797	820
2	1	1000	1	16384	1048576	65281.75877	62.25667	535.26333	2677	400	2507.33333	2641.33333	2667.66667
2	1	1000	1	16384	5000000	50895.76547	48.54	603.21	745	618	715	726	737
2	1	1000	1	16384	5000000	56657.2238	54.03	543.35	740	564	665	703	732
2	1	1000	1	16384	5000000	56637.9701	54.01	545.74	891	532	665	822	862
2	1	1000	1	16384	5000000	54730.31979	52.19333	564.1	792	571.33333	681.66667	750.33333	777
2	1	1000	1	16384	10000000	60503.38819	57.7	506.23	710	527	617	674	705
2	1	1000	1	16384	10000000	4002.209219	3.82	7768.76	53638	493	38272	52410	53618
2	1	1000	1	16384	10000000	99068.75372	94.48	306.72	728	274	552	712	721
2	1	1000	1	16384	10000000	54524.78371	52	2860.57	18358.66667	431.33333	13147	17932	18348
2	1	1000	1	200000	1048576	316255.5345	301.6	71.21	166	79	96	98	99
2	1	1000	1	200000	1048576	240269.1014	229.14	106.45	591	83	572	588	590
2	1	1000	1	200000	1048576	18313.67665	17.47	1786.67	11096	85	10762	11041	11085
2	1	1000	1	200000	1048576	191612.7708	182.73667	654.77667	3951	82.33333	3810	3909	3924.66667
2	1	1000	1	200000	5000000	165125.4954	157.48	168.52	949	84	903	942	948
2	1	1000	1	200000	5000000	323624.5955	308.63	66.76	194	72	94	97	98
2	1	1000	1	200000	5000000	9960.159363	9.5	3278.75	19841	703	15782	19126	19831
2	1	1000	1	200000	5000000	166236.7501	158.53667	1171.34333	6994.66667	286.33333	5593	6721.66667	6959
2	1	1000	1	200000	10000000	283929.5855	270.78	84.03	277	81	269	273	276
2	1	1000	1	200000	10000000	12656.62574	12.07	2411.33	9290	705	6648	8921	9276
2	1	1000	1	200000	10000000	176118.3515	167.96	151.87	1182	78	1176	1180	1182
2	1	1000	1	200000	10000000	157568.1876	150.27	882.41	3583	288	2697.66667	3458	3578
2	1	1000	1	500000	1048576	21841.69142	20.83	1500.3	11615	571	7494	10750	11572
2	1	1000	1	500000	1048576	336700.3367	321.1	60.31	142	71	86	91	92
2	1	1000	1	500000	1048576	108624.8099	103.59	110.3	2441	65	946	951	951
2	1	1000	1	500000	1048576	155722.2793	148.50667	556.97	4732.66667	235.66667	2842	3930.66667	4205
2	1	1000	1	500000	5000000	11802.4738	11.26	2132.98	22509	533	12540	21728	22301
2	1	1000	1	500000	5000000	281056.7735	268.04	98.4	459	79	366	383	384
2	1	1000	1	500000	5000000	254065.0407	242.3	84.36	399	77	311	391	398
2	1	1000	1	500000	5000000	182308.096	173.86667	771.91333	7789	229.66667	4405.66667	7500.66667	7694.33333
2	1	1000	1	500000	10000000	359971.2023	343.3	61.18	140	66	89	98	99
2	1	1000	1	500000	10000000	18596.34768	17.73	1749.19	17068	527	12468	15568	17014
2	1	1000	1	500000	10000000	344352.6171	328.4	64.1	151	69	88	94	95
2	1	1000	1	500000	10000000	240973.389	229.81	624.82333	5786.33333	220.66667	4215	5253.33333	5736
2	2	100	1	16384	1048576	219192.4948	20.9	452.14	13985	830	1459	1484	1494
2	2	100	1	16384	1048576	809716.5992	77.22	171.13	651	150	600	634	650
2	2	100	1	16384	1048576	924043.6149	88.12	30.34	597	16	83	575	596
2	2	100	1	16384	1048576	650984.2363	62.08	217.87	5077.66667	332	714	897.66667	913.33333
2	2	100	1	16384	5000000	1069747.54	102.02	19.94	220	6	59	176	208
2	2	100	1	16384	5000000	1078515.962	102.86	14.98	152	6	49	58	73
2	2	100	1	16384	5000000	1074575.543	102.48	16.79	140	1	40	49	58
2	2	100	1	16384	5000000	1074279.681	102.45333	17.23667	170.66667	4.33333	49.33333	94.33333	113
2	2	100	1	16384	10000000	963948.3324	91.93	91.84	428	1	318	351	363
2	2	100	1	16384	10000000	867001.9074	82.68	109.12	569	73	456	517	531
2	2	100	1	16384	10000000	911909.5386	86.97	121.22	592	2	545	569	590
2	2	100	1	16384	10000000	914286.5928	87.19333	107.39333	529.66667	25.33333	439.66667	479	494.66667
2	2	100	1	200000	1048576	614099.7298	58.57	335.66	2586	343	1698	2553	2584
2	2	100	1	200000	1048576	850918.9925	81.15	99.23	419	79	337	400	416
2	2	100	1	200000	1048576	542005.4201	51.69	307.46	3046	54	2983	3027	3043
2	2	100	1	200000	1048576	669008.0475	63.80333	247.45	2017	158.66667	1672.66667	1993.33333	2014.33333
2	2	100	1	200000	5000000	1325908.247	126.45	1.11	146	1	3	14	24
2	2	100	1	200000	5000000	1012965.964	96.6	54.67	959	1	807	926	958
2	2	100	1	200000	5000000	1255020.08	119.69	1.99	140	1	4	41	53
2	2	100	1	200000	5000000	1197964.764	114.24667	19.25667	415	1	271.33333	327	345
2	2	100	1	200000	10000000	701951.425	66.94	184.93	2193	27	2084	2147	2167
2	2	100	1	200000	10000000	969367.9721	92.45	56.86	497	15	324	471	495
2	2	100	1	200000	10000000	876731.5448	83.61	103.49	425	138	316	405	422
2	2	100	1	200000	10000000	849350.314	81	115.09333	1038.33333	60	908	1007.66667	1028
2	2	100	1	500000	1048576	717772.0356	68.45	239.9	1765	315	1693	1728	1759
2	2	100	1	500000	1048576	694540.9085	66.24	190.04	2746	29	2593	2696	2739
2	2	100	1	500000	1048576	1263902.932	120.54	1.53	139	1	6	31	40
2	2	100	1	500000	1048576	892071.9588	85.07667	143.82333	1550	115	1430.66667	1485	1512.66667
2	2	100	1	500000	5000000	1022285.831	97.49	30.76	309	1	217	271	306
2	2	100	1	500000	5000000	907276.3564	86.52	92.61	326	110	276	303	321
2	2	100	1	500000	5000000	855871.277	81.62	133	426	104	312	339	379
2	2	100	1	500000	5000000	928477.8215	88.54333	85.45667	353.66667	71.66667	268.33333	304.33333	335.33333
2	2	100	1	500000	10000000	797829.9027	76.09	205.22	699	141	549	619	653
2	2	100	1	500000	10000000	913408.8418	87.11	97.99	259	89	165	196	206
2	2	100	1	500000	10000000	884486.1136	84.35	126.36	367	101	186	217	243
2	2	100	1	500000	10000000	865241.6193	82.51667	143.19	441.66667	110.33333	300	344	367.33333
2	2	500	1	16384	1048576	235460.3249	112.28	245.13	397	253	341	388	396
2	2	500	1	16384	1048576	223914.017	106.77	260.22	334	281	318	327	333
2	2	500	1	16384	1048576	213401.6219	101.76	274.67	912	190	853	903	908
2	2	500	1	16384	1048576	224258.6546	106.93667	260.00667	547.66667	241.33333	504	539.33333	545.66667
2	2	500	1	16384	5000000	198373.3386	94.59	294.29	556	307	420	531	547
2	2	500	1	16384	5000000	175654.3123	83.76	333.19	1463	299	1413	1441	1462
2	2	500	1	16384	5000000	232774.6741	111	247.68	330	270	311	326	330
2	2	500	1	16384	5000000	202267.4417	96.45	291.72	783	292	714.66667	766	779.66667
2	2	500	1	16384	10000000	214224.5073	102.15	273.17	904	202	847	890	902
2	2	500	1	16384	10000000	210881.4846	100.56	275.77	376	281	332	339	351
2	2	500	1	16384	10000000	157927.9848	75.31	382.77	1831	286	1778	1805	1825
2	2	500	1	16384	10000000	194344.6589	92.67333	310.57	1037	256.33333	985.66667	1011.33333	1026
2	2	500	1	200000	1048576	224769.6111	107.18	239.27	366	246	278	288	294
2	2	500	1	200000	1048576	205846.0272	98.16	256.24	693	277	516	632	637
2	2	500	1	200000	1048576	200280.3926	95.5	279.89	436	306	373	393	435
2	2	500	1	200000	1048576	210298.677	100.28	258.46667	498.33333	276.33333	389	437.66667	455.33333
2	2	500	1	200000	5000000	148038.49	70.59	306.75	2114	304	351	2090	2112
2	2	500	1	200000	5000000	228466.9865	108.94	237.71	340	258	296	312	324
2	2	500	1	200000	5000000	222617.9875	106.15	245.03	388	254	293	315	320
2	2	500	1	200000	5000000	199707.8214	95.22667	263.16333	947.33333	272	313.33333	905.66667	918.66667
2	2	500	1	200000	10000000	197277.5695	94.07	293.88	561	283	513	527	561
2	2	500	1	200000	10000000	208246.5639	99.3	266.42	362	296	342	351	354
2	2	500	1	200000	10000000	169033.1305	80.6	332.48	1609	354	1560	1586	1596
2	2	500	1	200000	10000000	191519.088	91.32333	297.59333	844	311	805	821.33333	837
2	2	500	1	500000	1048576	207168.0133	98.79	260.86	457	267	328	353	385
2	2	500	1	500000	1048576	196078.4314	93.5	286.8	435	288	357	420	427
2	2	500	1	500000	1048576	168947.4573	80.56	322.53	1146	291	691	727	735
2	2	500	1	500000	1048576	190731.3007	90.95	290.06333	679.33333	282	458.66667	500	515.66667
2	2	500	1	500000	5000000	206483.5846	98.46	267.66	406	305	359	382	403
2	2	500	1	500000	5000000	169952.4133	81.04	333.87	1056	296	881	986	997
2	2	500	1	500000	5000000	197122.0185	94	282.71	451	320	407	432	449
2	2	500	1	500000	5000000	191186.0055	91.16667	294.74667	637.66667	307	549	600	616.33333
2	2	500	1	500000	10000000	195198.1261	93.08	285.71	593	289	527	564	591
2	2	500	1	500000	10000000	150262.9602	71.65	381.84	2806	253	2728	2792	2804
2	2	500	1	500000	10000000	225377.5073	107.47	233.33	1236	194	1111	1176	1181
2	2	500	1	500000	10000000	190279.5312	90.73333	300.29333	1545	245.33333	1455.33333	1510.66667	1525.33333
2	2	1000	1	16384	1048576	138274.3363	131.87	211.52	775	178	705	768	773
2	2	1000	1	16384	1048576	116522.955	111.12	253.27	674	217	565	634	672
2	2	1000	1	16384	1048576	105374.078	100.49	282.43	641	281	495	610	639
2	2	1000	1	16384	1048576	120057.1231	114.49333	249.07333	696.66667	225.33333	588.33333	670.66667	694.66667
2	2	1000	1	16384	5000000	92729.97033	88.43	321.38	420	334	395	408	418
2	2	1000	1	16384	5000000	90563.30375	86.37	332.47	558	342	410	515	556
2	2	1000	1	16384	5000000	86028.90571	82.04	337.76	576	348	396	544	570
2	2	1000	1	16384	5000000	89774.05993	85.61333	330.53667	518	341.33333	400.33333	489	514.66667
2	2	1000	1	16384	10000000	7499.625019	7.15	4209.3	56848	321	37549	55369	56157
2	2	1000	1	16384	10000000	170068.0272	162.19	164.07	308	160	244	287	306
2	2	1000	1	16384	10000000	137854.9766	131.47	180.29	663	182	313	346	367
2	2	1000	1	16384	10000000	105140.8763	100.27	1517.88667	19273	221	12702	18667.33333	18943.33333
2	2	1000	1	200000	1048576	39647.92641	37.81	527.22	5556	435	1028	4864	5553
2	2	1000	1	200000	1048576	377643.5045	360.15	54.96	152	56	89	102	106
2	2	1000	1	200000	1048576	11884.95365	11.33	2737.19	27014	863	16460	26611	27007
2	2	1000	1	200000	1048576	143058.7949	136.43	1106.45667	10907.33333	451.33333	5859	10525.66667	10888.66667
2	2	1000	1	200000	5000000	367376.9287	350.36	56.29	150	62	92	121	126
2	2	1000	1	200000	5000000	60960.74128	58.14	487.14	1233	415	1087	1177	1220
2	2	1000	1	200000	5000000	354358.6109	337.94	62.16	154	62	110	146	147
2	2	1000	1	200000	5000000	260898.7603	248.81333	201.86333	512.33333	179.66667	429.66667	481.33333	497.66667
2	2	1000	1	200000	10000000	12438.12035	11.86	2576.86	19369	1398	14452	17971	19225
2	2	1000	1	200000	10000000	383141.7625	365.39	52.3	143	58	85	91	92
2	2	1000	1	200000	10000000	44275.21474	42.22	701.58	3835	563	2496	3289	3824
2	2	1000	1	200000	10000000	146618.3659	139.82333	1110.24667	7782.33333	673	5677.66667	7117	7713.66667
2	2	1000	1	500000	1048576	371195.2487	354	46.44	150	53	82	89	92
2	2	1000	1	500000	1048576	352858.151	336.51	50.96	235	56	85	91	93
2	2	1000	1	500000	1048576	107735.4019	102.74	75.55	3054	28	454	604	605
2	2	1000	1	500000	1048576	277262.9339	264.41667	57.65	1146.33333	45.66667	207	261.33333	263.33333
2	2	1000	1	500000	5000000	392464.6782	374.28	51.19	149	55	79	84	85
2	2	1000	1	500000	5000000	177116.5427	168.91	49.96	1720	55	82	90	94
2	2	1000	1	500000	5000000	11289.48497	10.77	2830.12	11798	1843	7101	10011	11026
2	2	1000	1	500000	5000000	193623.5686	184.65333	977.09	4555.66667	651	2420.66667	3395	3735
2	2	1000	1	500000	10000000	382555.4705	364.83	50.52	156	55	74	93	98
2	2	1000	1	500000	10000000	30567.95256	29.15	935.6	4923	480	3278	4545	4912
2	2	1000	1	500000	10000000	385802.4691	367.93	48.43	149	57	71	79	84
2	2	1000	1	500000	10000000	266308.6308	253.97	344.85	1742.66667	197.33333	1141	1572.33333	1698
2	5	100	1	16384	1048576	901875.9019	86.01	29.17	179	25	96	154	173
2	5	100	1	16384	1048576	1153934.918	110.05	9.87	200	3	29	40	61
2	5	100	1	16384	1048576	1177301.625	112.28	4.7	150	1	35	84	87
2	5	100	1	16384	1048576	1077704.148	102.78	14.58	176.33333	9.66667	53.33333	92.66667	107
2	5	100	1	16384	5000000	1133016.089	108.05	23.34	243	2	194	226	241
2	5	100	1	16384	5000000	1218917.601	116.25	8.52	175	2	61	155	172
2	5	100	1	16384	5000000	1304801.67	124.44	2.27	156	1	10	27	42
2	5	100	1	16384	5000000	1218911.787	116.24667	11.37667	191.33333	1.66667	88.33333	136	151.66667
2	5	100	1	16384	10000000	1024380.25	97.69	75.74	948	1	89	198	241
2	5	100	1	16384	10000000	919793.9662	87.72	113.06	832	7	771	797	822
2	5	100	1	16384	10000000	799360.5116	76.23	209.92	828	270	677	817	826
2	5	100	1	16384	10000000	914511.5759	87.21333	132.90667	869.33333	92.66667	512.33333	604	629.66667
2	5	100	1	200000	1048576	697739.3246	66.54	190.94	1988	1	6	25	120
2	5	100	1	200000	1048576	1096250.822	104.55	39.06	170	70	134	145	166
2	5	100	1	200000	1048576	1285677.552	122.61	1.2	138	1	3	8	25
2	5	100	1	200000	1048576	1026555.9	97.9	77.06667	765.33333	24	47.66667	59.33333	103.66667
2	5	100	1	200000	5000000	979815.7946	93.44	80.31	610	1	7	18	33
2	5	100	1	200000	5000000	813272.609	77.56	160.37	1282	1	136	643	698
2	5	100	1	200000	5000000	724532.6764	69.1	279.04	718	1	6	14	30
2	5	100	1	200000	5000000	839207.0267	80.03333	173.24	870	1	49.66667	225	253.66667
2	5	100	1	200000	10000000	809847.7486	77.23	151.15	959	123	773	937	957
2	5	100	1	200000	10000000	815527.6464	77.77	213.43	607	1	5	16	32
2	5	100	1	200000	10000000	864154.8566	82.41	161.62	664	1	35	101	140
2	5	100	1	200000	10000000	829843.4172	79.13667	175.4	743.33333	41.66667	271	351.33333	376.33333
2	5	100	1	500000	1048576	908925.6499	86.68	136.08	1288	42	102	122	135
2	5	100	1	500000	1048576	488567.52	46.59	393.54	6866	1	23	64	115
2	5	100	1	500000	1048576	1071352.046	102.17	41.66	1172	1	117	946	968
2	5	100	1	500000	1048576	822948.4054	78.48	190.42667	3108.66667	14.66667	80.66667	377.33333	406
2	5	100	1	500000	5000000	1047120.419	99.86	65.25	709	1	6	19	42
2	5	100	1	500000	5000000	548365.8697	52.3	361.84	2617	1	4	11	20
2	5	100	1	500000	5000000	844880.027	80.57	136.38	791	1	7	24	60
2	5	100	1	500000	5000000	813455.4385	77.57667	187.82333	1372.33333	1	5.66667	18	40.66667
2	5	100	1	500000	10000000	806842.0203	76.95	188.29	684	369	604	630	659
2	5	100	1	500000	10000000	795544.9483	75.87	217	872	389	687	837	847
2	5	100	1	500000	10000000	835701.1533	79.7	189.53	622	333	552	592	617
2	5	100	1	500000	10000000	812696.0406	77.50667	198.27333	726	363.66667	614.33333	686.33333	707.66667
2	5	500	1	16384	1048576	196966.7126	93.92	282.32	706	324	571	678	701
2	5	500	1	16384	1048576	200682.3199	95.69	280.74	943	246	656	882	942
2	5	500	1	16384	1048576	79649.54202	37.98	793.19	9788	169	9644	9784	9788
2	5	500	1	16384	1048576	159099.5248	75.86333	452.08333	3812.33333	246.33333	3623.66667	3781.33333	3810.33333
