Replication Factor	Partition	Message Size	Acks	Batch Size	Buffer Memory	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
2	2	100	0	16384	200000000	233470.3026	22.27	6308.03	17355	10593	17181	17300	17337
2	2	100	0	16384	200000000	773876.5764	73.80667	2211.00333	6483	3531.33333	6346.33333	6426.33333	6446.33333
2	2	100	0	200000	33554432	1133272.892	108.08	15.94	419	1	121	350	393
2	2	100	0	200000	33554432	878271.5616	83.76	85.08	779	1	426	477	516
2	2	100	0	200000	33554432	313577.9241	29.91	799.91	9884	215	9552	9776	9871
2	2	100	0	200000	33554432	775040.7926	73.91667	300.31	3694	72.33333	3366.33333	3534.33333	3593.33333
2	2	100	0	200000	100000000	1252191.335	119.42	0.84	139	0	4	31	42
2	2	100	0	200000	100000000	1196458.483	114.1	35.08	486	0	349	457	483
2	2	100	0	200000	100000000	1113337.787	106.18	18.71	326	0	65	128	142
2	2	100	0	200000	100000000	1187329.201	113.23333	18.21	317	0	139.33333	205.33333	222.33333
2	2	100	0	200000	200000000	471698.1132	44.98	1896.27	5445	362	5194	5405	5442
2	2	100	0	200000	200000000	1053518.753	100.47	41.46	183	62	154	172	181
2	2	100	0	200000	200000000	840618.6954	80.17	204.24	449	187	374	402	432
2	2	100	0	200000	200000000	788611.8537	75.20667	713.99	2025.66667	203.66667	1907.33333	1993	2018.33333
2	2	100	0	500000	33554432	865950.814	82.58	112.33	391	135	323	348	387
2	2	100	0	500000	33554432	603136.3088	57.52	335.11	3417	1	1998	2079	2094
2	2	100	0	500000	33554432	859993.1201	82.02	114.01	1012	1	872	924	944
2	2	100	0	500000	33554432	776360.081	74.04	187.15	1606.66667	45.66667	1064.33333	1117	1141.66667
2	2	100	0	500000	100000000	1012555.691	96.56	35.55	242	1	138	182	197
2	2	100	0	500000	100000000	769112.4442	73.35	462.17	977	376	867	939	956
2	2	100	0	500000	100000000	853387.9502	81.39	132.73	617	73	391	569	613
2	2	100	0	500000	100000000	878352.0283	83.76667	210.15	612	150	465.33333	563.33333	588.66667
2	2	100	0	500000	200000000	737136.96	70.3	284.17	847	247	739	818	843
2	2	100	0	500000	200000000	730566.9199	69.67	275.82	1035	205	534	695	736
2	2	100	0	500000	200000000	872752.6619	83.23	120.81	421	120	365	388	416
2	2	100	0	500000	200000000	780152.1806	74.4	226.93333	767.66667	190.66667	546	633.66667	665
2	2	500	0	16384	33554432	152415.7903	72.68	384.68	2039	5	841	872	890
2	2	500	0	16384	33554432	210614.9958	100.43	272.47	516	292	408	451	481
2	2	500	0	16384	33554432	197706.6034	94.27	295.92	838	304	703	810	838
2	2	500	0	16384	33554432	186912.4632	89.12667	317.69	1131	200.33333	650.66667	711	736.33333
2	2	500	0	16384	100000000	186011.9048	88.7	837.31	1515	936	1473	1509	1514
2	2	500	0	16384	100000000	136742.7868	65.2	1174.4	3246	1091	3175	3219	3244
2	2	500	0	16384	100000000	209599.6646	99.94	720.02	1150	843	1051	1142	1145
2	2	500	0	16384	100000000	177451.4521	84.61333	910.57667	1970.33333	956.66667	1899.66667	1956.66667	1967.66667
2	2	500	0	16384	200000000	188821.7523	90.04	1351.53	2667	1525	2452	2622	2653
2	2	500	0	16384	200000000	181653.0427	86.62	1402.59	2235	1612	2188	2211	2223
2	2	500	0	16384	200000000	173070.2665	82.53	1481.77	2441	1703	2391	2415	2439
2	2	500	0	16384	200000000	181181.6872	86.39667	1411.96333	2447.66667	1613.33333	2343.66667	2416	2438.33333
2	2	500	0	200000	33554432	178062.6781	84.91	321.34	611	353	424	573	610
2	2	500	0	200000	33554432	178571.4286	85.15	322.84	416	338	387	396	414
2	2	500	0	200000	33554432	172622.1302	82.31	329.16	478	346	427	450	455
2	2	500	0	200000	33554432	176418.7456	84.12333	324.44667	501.66667	345.66667	412.66667	473	493
2	2	500	0	200000	100000000	114442.6642	54.57	1104.88	4248	1083	4161	4219	4248
2	2	500	0	200000	100000000	241604.2522	115.21	572.3	887	750	849	866	879
2	2	500	0	200000	100000000	219058.0504	104.46	643.93	1022	820	957	982	1015
2	2	500	0	200000	100000000	191701.6556	91.41333	773.70333	2052.33333	884.33333	1989	2022.33333	2047.33333
2	2	500	0	200000	200000000	189501.6108	90.36	1340.8	2438	1451	2253	2374	2416
2	2	500	0	200000	200000000	170765.0273	81.43	1437.19	2471	1511	2252	2284	2294
2	2	500	0	200000	200000000	137722.0768	65.67	1969.44	4100	2583	3946	4097	4099
2	2	500	0	200000	200000000	165996.2383	79.15333	1582.47667	3003	1848.33333	2817	2918.33333	2936.33333
2	2	500	0	500000	33554432	216356.5556	103.17	242.52	419	228	282	302	340
2	2	500	0	500000	33554432	199800.1998	95.27	271.81	402	280	344	352	357
2	2	500	0	500000	33554432	188714.8519	89.99	290.37	431	321	381	410	416
2	2	500	0	500000	33554432	201623.8691	96.14333	268.23333	417.33333	276.33333	335.66667	354.66667	371
2	2	500	0	500000	100000000	147950.8803	70.55	1069.9	2590	875	2481	2509	2526
2	2	500	0	500000	100000000	180375.1804	86.01	869.9	1150	938	1004	1026	1030
2	2	500	0	500000	100000000	176211.4537	84.02	863.12	1271	1052	1206	1235	1269
2	2	500	0	500000	100000000	168179.1715	80.19333	934.30667	1670.33333	955	1563.66667	1590	1608.33333
2	2	500	0	500000	200000000	153704.273	73.29	1688.88	2752	1940	2647	2691	2750
2	2	500	0	500000	200000000	166085.3679	79.2	1532.35	2547	1800	2302	2375	2381
2	2	500	0	500000	200000000	160410.6513	76.49	1729.87	2783	1868	2534	2694	2713
2	2	500	0	500000	200000000	160066.764	76.32667	1650.36667	2694	1869.33333	2494.33333	2586.66667	2614.66667
2	2	1000	0	16384	33554432	104580.6317	99.74	282.07	388	297	347	357	368
2	2	1000	0	16384	33554432	94804.70231	90.41	315.14	634	336	580	622	633
2	2	1000	0	16384	33554432	90793.5355	86.59	330.12	658	335	476	583	651
2	2	1000	0	16384	33554432	96726.28983	92.24667	309.11	560	322.66667	467.66667	520.66667	550.66667
2	2	1000	0	16384	100000000	79088.89592	75.43	913.53	1835	1057	1165	1184	1830
2	2	1000	0	16384	100000000	89798.85058	85.64	899.42	1137	1046	1111	1123	1135
2	2	1000	0	16384	100000000	89190.15341	85.06	903.73	1155	1032	1119	1132	1149
2	2	1000	0	16384	100000000	86025.96663	82.04333	905.56	1375.66667	1045	1131.66667	1146.33333	1371.33333
2	2	1000	0	16384	200000000	85675.11995	81.71	1594.44	2476	2114	2309	2407	2474
2	2	1000	0	16384	200000000	63387.42394	60.45	2275.4	4843	2295	4102	4836	4842
2	2	1000	0	16384	200000000	107665.8053	102.68	1190.36	2011	1389	1887	1987	2010
2	2	1000	0	16384	200000000	85576.11641	81.61333	1686.73333	3110	1932.66667	2766	3076.66667	3108.66667
2	2	1000	0	200000	33554432	6012.361415	5.73	4894.18	44297	106	32051	44114	44294
2	2	1000	0	200000	33554432	290866.783	277.39	77.24	593	22	544	586	592
2	2	1000	0	200000	33554432	80723.28059	76.98	236.3	1529	2	1017	1082	1106
2	2	1000	0	200000	33554432	125867.475	120.03333	1735.90667	15473	43.33333	11204	15260.66667	15330.66667
2	2	1000	0	200000	100000000	13918.27191	13.27	7003.47	33943	265	26458	33740	33874
2	2	1000	0	200000	100000000	140964.1951	134.43	340.06	1857	128	1340	1757	1855
2	2	1000	0	200000	100000000	10244.64205	9.77	7036.7	19196	1296	18519	18756	19194
2	2	1000	0	200000	100000000	55042.36968	52.49	4793.41	18332	563	15439	18084.33333	18307.66667
2	2	1000	0	200000	200000000	244379.2766	233.06	253.52	906	81	874	901	905
2	2	1000	0	200000	200000000	7641.871341	7.29	19333.93	54531	3048	52540	54218	54329
2	2	1000	0	200000	200000000	350631.136	334.39	150.21	303	165	291	294	302
2	2	1000	0	200000	200000000	200884.0947	191.58	6579.22	18580	1098	17901.66667	18471	18512
2	2	1000	0	500000	33554432	17979.14419	17.15	1693.58	7050	173	6550	6826	6959
2	2	1000	0	500000	33554432	351864.8839	335.56	49.57	137	44	101	106	109
2	2	1000	0	500000	33554432	131199.1603	125.12	47.98	2581	58	80	88	89
2	2	1000	0	500000	33554432	167014.3961	159.27667	597.04333	3256	91.66667	2243.66667	2340	2385.66667
2	2	1000	0	500000	100000000	25264.00889	24.09	3633.15	16691	1287	16527	16671	16676
2	2	1000	0	500000	100000000	358166.1891	341.57	119.94	210	134	199	208	210
2	2	1000	0	500000	100000000	28434.94086	27.12	2578.56	10285	143	9662	10027	10239
2	2	1000	0	500000	100000000	137288.3796	130.92667	2110.55	9062	521.33333	8796	8968.66667	9041.66667
2	2	1000	0	500000	200000000	347705.146	331.6	142.4	329	147	300	326	329
2	2	1000	0	500000	200000000	20226.53722	19.29	9154.84	23169	1832	23081	23143	23164
2	2	1000	0	500000	200000000	357909.8067	341.33	159.45	280	190	276	279	280
2	2	1000	0	500000	200000000	241947.1633	230.74	3152.23	7926	723	7885.66667	7916	7924.33333
2	5	100	0	16384	33554432	269411.0674	25.69	15.22	13353	3	111	158	176
2	5	100	0	16384	33554432	1073422.07	102.37	12.27	240	1	63	213	227
2	5	100	0	16384	33554432	1093374.153	104.27	4.2	146	1	17	27	30
2	5	100	0	16384	33554432	812069.0965	77.44333	10.56333	4579.66667	1.66667	63.66667	132.66667	144.33333
2	5	100	0	16384	100000000	1066325.443	101.69	4.97	134	1	28	62	79
2	5	100	0	16384	100000000	1059771.089	101.07	7.32	177	1	24	85	164
2	5	100	0	16384	100000000	1053518.753	100.47	22.37	289	2	197	240	253
2	5	100	0	16384	100000000	1059871.762	101.07667	11.55333	200	1.33333	83	129	165.33333
2	5	100	0	16384	200000000	1087192.868	103.68	14.5	242	1	129	203	236
2	5	100	0	16384	200000000	1104728.237	105.36	39.67	636	0	491	616	633
2	5	100	0	16384	200000000	550055.0055	52.46	946.96	3184	1257	3132	3169	3182
2	5	100	0	16384	200000000	913992.0368	87.16667	333.71	1354	419.33333	1250.66667	1329.33333	1350.33333
2	5	100	0	200000	33554432	696767.0011	66.45	287.27	1212	516	1147	1185	1207
2	5	100	0	200000	33554432	795291.8721	75.84	220.14	737	339	668	687	721
2	5	100	0	200000	33554432	693673.6959	66.15	273.92	1258	543	1225	1251	1257
2	5	100	0	200000	33554432	728577.523	69.48	260.44333	1069	466	1013.33333	1041	1061.66667
2	5	100	0	200000	100000000	699300.6993	66.69	347.47	2031	0	3	12	32
2	5	100	0	200000	100000000	745267.5511	71.07	376.87	1307	521	1228	1280	1302
2	5	100	0	200000	100000000	726849.8328	69.32	428.36	1937	551	1801	1885	1929
2	5	100	0	200000	100000000	723806.0277	69.02667	384.23333	1758.33333	357.33333	1010.66667	1059	1087.66667
2	5	100	0	200000	200000000	689750.3104	65.78	494.78	2325	669	2257	2309	2323
2	5	100	0	200000	200000000	804505.2293	76.72	273.66	1219	0	63	213	251
2	5	100	0	200000	200000000	595663.5692	56.81	379.96	3590	0	17	45	62
2	5	100	0	200000	200000000	696639.703	66.43667	382.8	2378	223	779	855.66667	878.66667
2	5	100	0	500000	33554432	1164144.354	111.02	25.85	579	1	522	560	576
2	5	100	0	500000	33554432	553648.5439	52.8	321.23	4863	429	4758	4834	4860
2	5	100	0	500000	33554432	884173.298	84.32	187.69	1661	24	658	764	799
2	5	100	0	500000	33554432	867322.0653	82.71333	178.25667	2367.66667	151.33333	1979.33333	2052.66667	2078.33333
2	5	100	0	500000	100000000	859697.3865	81.99	187.28	1704	1	524	582	615
2	5	100	0	500000	100000000	598730.6909	57.1	828.24	4945	2552	4874	4921	4941
2	5	100	0	500000	100000000	749737.5918	71.5	429.51	3399	84	364	444	473
2	5	100	0	500000	100000000	736055.2231	70.19667	481.67667	3349.33333	879	1920.66667	1982.33333	2009.66667
2	5	100	0	500000	200000000	714591.968	68.15	488.34	3635	89	247	284	298
2	5	100	0	500000	200000000	680087.0511	64.86	554.39	3662	220	484	533	543
2	5	100	0	500000	200000000	668091.9294	63.71	681.09	4379	0	74	172	222
2	5	100	0	500000	200000000	687590.3162	65.57333	574.60667	3892	103	268.33333	329.66667	354.33333
2	5	500	0	16384	33554432	158478.6054	75.57	362.99	859	416	757	781	858
2	5	500	0	16384	33554432	162258.6403	77.37	352.81	807	438	708	765	802
2	5	500	0	16384	33554432	168520.391	80.36	341.11	1124	258	985	1095	1118
2	5	500	0	16384	33554432	163085.8789	77.76667	352.30333	930	370.66667	816.66667	880.33333	926
2	5	500	0	16384	100000000	161576.9914	77.05	890.79	2067	571	1983	2052	2061
2	5	500	0	16384	100000000	142247.5107	67.83	1030.88	3100	577	2964	3073	3096
2	5	500	0	16384	100000000	181983.6215	86.78	769.22	1922	486	1859	1905	1921
2	5	500	0	16384	100000000	161936.0412	77.22	896.96333	2363	544.66667	2268.66667	2343.33333	2359.33333
2	5	500	0	16384	200000000	166527.8934	79.41	1328.27	3235	1105	3048	3180	3226
2	5	500	0	16384	200000000	166030.2175	79.17	1349.34	3092	1110	2981	3054	3087
2	5	500	0	16384	200000000	157109.1909	74.92	1413.84	3339	1178	3211	3297	3337
2	5	500	0	16384	200000000	163222.4339	77.83333	1363.81667	3222	1131	3080	3177	3216.66667
2	5	500	0	200000	33554432	161082.4742	76.81	344.2	873	425	706	765	833
2	5	500	0	200000	33554432	166085.3679	79.2	337.56	774	398	690	714	767
2	5	500	0	200000	33554432	159872.1023	76.23	345.76	811	449	749	796	808
2	5	500	0	200000	33554432	162346.6481	77.41333	342.50667	819.33333	424	715	758.33333	802.66667
2	5	500	0	200000	100000000	156543.5191	74.65	909.36	2162	622	2061	2102	2123
2	5	500	0	200000	100000000	164826.1085	78.6	866.54	1983	557	1925	1961	1980
2	5	500	0	200000	100000000	169692.8559	80.92	829.64	2025	556	1920	1978	2024
2	5	500	0	200000	100000000	163687.4945	78.05667	868.51333	2056.66667	578.33333	1968.66667	2013.66667	2042.33333
2	5	500	0	200000	200000000	141482.7391	67.46	1795.23	3546	1773	3433	3519	3543
2	5	500	0	200000	200000000	181093.8066	86.35	1175.23	2887	972	2743	2841	2882
2	5	500	0	200000	200000000	146756.6774	69.98	1603.55	3875	1200	3797	3836	3871
2	5	500	0	200000	200000000	156444.4077	74.59667	1524.67	3436	1315	3324.33333	3398.66667	3432
2	5	500	0	500000	33554432	174764.0685	83.33	307.45	1737	52	1612	1676	1729
2	5	500	0	500000	33554432	155957.5795	74.37	358.89	2082	46	1550	1918	2073
2	5	500	0	500000	33554432	166195.7786	79.25	340.57	1754	176	1191	1658	1745
2	5	500	0	500000	33554432	165639.1422	78.98333	335.63667	1857.66667	91.33333	1451	1750.66667	1849
2	5	500	0	500000	100000000	173280.1941	82.63	805.94	3674	322	3577	3632	3666
2	5	500	0	500000	100000000	159540.5233	76.07	903.92	4065	381	3934	4019	4057
2	5	500	0	500000	100000000	118273.2111	56.4	1414.63	7131	225	6908	7063	7122
2	5	500	0	500000	100000000	150364.6428	71.7	1041.49667	4956.66667	309.33333	4806.33333	4904.66667	4948.33333
2	5	500	0	500000	200000000	274499.0393	130.89	508.82	1981	253	1948	1968	1977
2	5	500	0	500000	200000000	193873.5944	92.45	1001.35	3374	745	3257	3348	3371
2	5	500	0	500000	200000000	132275.1323	63.07	1749.64	5374	1374	5126	5307	5369
2	5	500	0	500000	200000000	200215.922	95.47	1086.60333	3576.33333	790.66667	3443.66667	3541	3572.33333
2	5	1000	0	16384	33554432	78027.46567	74.41	376.49	767	472	730	744	758
2	5	1000	0	16384	33554432	78976.46501	75.32	374.93	764	429	736	746	759
2	5	1000	0	16384	33554432	79415.50191	75.74	372.66	711	440	681	695	702
2	5	1000	0	16384	33554432	78806.47753	75.15667	374.69333	747.33333	447	715.66667	728.33333	739.66667
2	5	1000	0	16384	100000000	76934.91306	73.37	969.85	2288	928	2217	2256	2286
2	5	1000	0	16384	100000000	42062.75763	40.11	2216.84	10313	438	10278	10304	10312
2	5	1000	0	16384	100000000	3114.23642	2.97	28753.58	116308	12826	111499	114908	116260
2	5	1000	0	16384	100000000	40703.96904	38.81667	10646.75667	42969.66667	4730.66667	41331.33333	42489.33333	42952.66667
2	5	1000	0	16384	200000000	98619.32939	94.05	542.31	3414	558	880	909	3413
2	5	1000	0	16384	200000000	27850.49852	26.56	564.38	15694	650	808	826	828
2	5	1000	0	16384	200000000	37730.15394	35.98	3269.52	10885	1449	10332	10743	10882
2	5	1000	0	16384	200000000	54733.32728	52.19667	1458.73667	9997.66667	885.66667	4006.66667	4159.33333	5041
2	5	1000	0	200000	33554432	307125.3071	292.9	72.5	359	64	349	355	356
2	5	1000	0	200000	33554432	15003.75094	14.31	2007.38	19870	105	16039	19033	19865
2	5	1000	0	200000	33554432	375939.8496	358.52	52.61	142	58	100	103	106
2	5	1000	0	200000	33554432	232689.6359	221.91	710.83	6790.33333	75.66667	5496	6497	6775.66667
2	5	1000	0	200000	100000000	24087.09895	22.97	2875.74	12763	1650	11809	12289	12666
2	5	1000	0	200000	100000000	303951.3678	289.87	179.13	472	131	436	461	468
2	5	1000	0	200000	100000000	303582.2708	289.52	98.36	441	102	189	199	201
2	5	1000	0	200000	100000000	210540.2458	200.78667	1051.07667	4558.66667	627.66667	4144.66667	4316.33333	4445
2	5	1000	0	200000	200000000	31778.31448	30.31	4822.5	12029	4267	11646	11989	12027
2	5	1000	0	200000	200000000	341064.1201	325.26	153.53	291	158	283	288	290
2	5	1000	0	200000	200000000	8842.045696	8.43	19536.54	53897	24364	44477	53807	53852
2	5	1000	0	200000	200000000	127228.1601	121.33333	8170.85667	22072.33333	9596.33333	18802	22028	22056.33333
2	5	1000	0	500000	33554432	351370.3443	335.09	54.93	327	6	304	318	325
2	5	1000	0	500000	33554432	97427.90335	92.91	278.76	1681	20	1533	1610	1631
2	5	1000	0	500000	33554432	355618.7767	339.14	49.77	349	5	299	321	331
2	5	1000	0	500000	33554432	268139.0081	255.71333	127.82	785.66667	10.33333	712	749.66667	762.33333
2	5	1000	0	500000	100000000	300300.3003	286.39	147.02	834	77	687	809	830
2	5	1000	0	500000	100000000	340599.455	324.82	146.33	875	82	675	840	872
2	5	1000	0	500000	100000000	301568.1544	287.6	126.88	756	64	590	742	753
2	5	1000	0	500000	100000000	314155.9699	299.60333	140.07667	821.66667	74.33333	650.66667	797	818.33333
2	5	1000	0	500000	200000000	332667.9973	317.26	268.31	1092	179	827	1023	1085
2	5	1000	0	500000	200000000	66970.2652	63.87	1086.86	5485	316	5094	5419	5481
2	5	1000	0	500000	200000000	20696.22087	19.74	6726.59	20254	2419	19669	19979	20126
2	5	1000	0	500000	200000000	140111.4945	133.62333	2693.92	8943.66667	971.33333	8530	8807	8897.33333
5	1	100	0	16384	33554432	330272.8053	31.5	848.94	2111	674	1677	2012	2095
5	1	100	0	16384	33554432	508130.0813	48.46	453.12	1198	344	942	1172	1197
5	1	100	0	16384	33554432	583362.5015	55.63	399.48	856	477	756	834	854
5	1	100	0	16384	33554432	473921.796	45.19667	567.18	1388.33333	498.33333	1125	1339.33333	1382
5	1	100	0	16384	100000000	337746.555	32.21	2197.29	6897	1415	6491	6839	6892
5	1	100	0	16384	100000000	549390.1769	52.39	732.39	1927	477	1891	1908	1924
5	1	100	0	16384	100000000	500851.4475	47.76	1193.91	2101	1275	1921	2029	2098
5	1	100	0	16384	100000000	462662.7265	44.12	1374.53	3641.66667	1055.66667	3434.33333	3592	3638
5	1	100	0	16384	200000000	526537.4895	50.21	1351.76	2716	1280	2588	2673	2713
5	1	100	0	16384	200000000	468384.0749	44.67	1707.04	4284	1391	3903	4251	4280
5	1	100	0	16384	200000000	601033.7781	57.32	763	2077	558	1950	2056	2074
5	1	100	0	16384	200000000	531985.1142	50.73333	1273.93333	3025.66667	1076.33333	2813.66667	2993.33333	3022.33333
5	1	100	0	200000	33554432	443695.0927	42.31	584.25	2162	500	2045	2133	2159
5	1	100	0	200000	33554432	644496.0041	61.46	330.88	587	425	519	563	586
5	1	100	0	200000	33554432	472455.8254	45.06	582.78	2930	437	2817	2909	2927
5	1	100	0	200000	33554432	520215.6408	49.61	499.30333	1893	454	1793.66667	1868.33333	1890.66667
5	1	100	0	200000	100000000	547465.236	52.21	1177.04	2399	981	2348	2384	2395
5	1	100	0	200000	100000000	562239.964	53.62	933.09	2208	792	2056	2173	2187
5	1	100	0	200000	100000000	548666.7398	52.32	998.97	1835	1067	1793	1815	1834
5	1	100	0	200000	100000000	552790.6466	52.71667	1036.36667	2147.33333	946.66667	2065.66667	2124	2138.66667
5	1	100	0	200000	200000000	455041.8639	43.4	1597.64	3868	1505	3723	3833	3865
5	1	100	0	200000	200000000	520724.849	49.66	1334.24	3044	1189	2865	2996	3043
5	1	100	0	200000	200000000	471431.2653	44.96	1620.14	3508	1351	3412	3492	3503
5	1	100	0	200000	200000000	482399.3261	46.00667	1517.34	3473.33333	1348.33333	3333.33333	3440.33333	3470.33333
5	1	100	0	500000	33554432	488806.3349	46.62	456.41	1174	567	1015	1101	1172
5	1	100	0	500000	33554432	450409.873	42.95	574.36	2076	468	1943	2036	2068
5	1	100	0	500000	33554432	557786.7024	53.19	416.52	741	478	646	695	706
5	1	100	0	500000	33554432	499000.9701	47.58667	482.43	1330.33333	504.33333	1201.33333	1277.33333	1315.33333
5	1	100	0	500000	100000000	475873.2274	45.38	1281.3	3772	1208	3667	3710	3735
5	1	100	0	500000	100000000	584248.6562	55.72	765.8	1717	714	1658	1703	1716
5	1	100	0	500000	100000000	380054.7279	36.24	1628.16	6000	845	5939	5975	5996
5	1	100	0	500000	100000000	480058.8705	45.78	1225.08667	3829.66667	922.33333	3754.66667	3796	3815.66667
5	1	100	0	500000	200000000	665778.9614	63.49	516.77	1726	261	1577	1710	1724
5	1	100	0	500000	200000000	471475.719	44.96	1806.21	3532	2143	3290	3479	3528
5	1	100	0	500000	200000000	451548.8124	43.06	1862.91	4014	1416	3905	3983	4012
5	1	100	0	500000	200000000	529601.1643	50.50333	1395.29667	3090.66667	1273.33333	2924	3057.33333	3088
5	1	500	0	16384	33554432	132678.7847	63.27	447.39	814	465	617	804	813
5	1	500	0	16384	33554432	117013.8076	55.8	518.03	931	526	669	895	923
5	1	500	0	16384	33554432	115968.9203	55.3	522.41	799	553	632	761	793
5	1	500	0	16384	33554432	121887.1709	58.12333	495.94333	848	514.66667	639.33333	820	843
5	1	500	0	16384	100000000	116292.5922	55.45	1409.04	1888	1616	1782	1856	1886
5	1	500	0	16384	100000000	17892.60856	8.53	10774.1	51529	1486	51272	51481	51510
5	1	500	0	16384	100000000	10513.69935	5.01	12789.06	54448	12156	35284	53696	54358
5	1	500	0	16384	100000000	48232.96669	22.99667	8324.06667	35955	5086	29446	35677.66667	35918
5	1	500	0	16384	200000000	9907.955097	4.72	30270.46	65278	29342	65217	65253	65272
5	1	500	0	16384	200000000	19047.25624	9.08	15905.83	34652	15972	28950	32665	34531
5	1	500	0	16384	200000000	9033.505271	4.31	39665.24	61005	41371	60162	60829	60962
5	1	500	0	16384	200000000	12662.90554	6.03667	28613.84333	53645	28895	51443	52915.66667	53588.33333
5	1	500	0	200000	33554432	34415.11512	16.41	1764.81	17108	424	16824	17047	17098
5	1	500	0	200000	33554432	21977.05595	10.48	2953.49	8384	3210	6890	8335	8383
5	1	500	0	200000	33554432	28668.08096	13.67	1474.02	11976	430	11659	11749	11813
5	1	500	0	200000	33554432	28353.41734	13.52	2064.10667	12489.33333	1354.66667	11791	12377	12431.33333
5	1	500	0	200000	100000000	14767.55863	7.04	10384.09	30932	10627	27447	29958	30931
5	1	500	0	200000	100000000	57113.48449	27.23	3240.1	7030	2381	6793	7014	7022
5	1	500	0	200000	100000000	15347.30962	7.32	12479.88	36254	10466	34711	35865	36202
5	1	500	0	200000	100000000	29076.11758	13.86333	8701.35667	24738.66667	7824.66667	22983.66667	24279	24718.33333
5	1	500	0	200000	200000000	30862.29245	14.72	11938.77	23268	11932	21938	22917	23037
5	1	500	0	200000	200000000	17605.6338	8.4	18602.75	41563	10677	40425	41322	41513
5	1	500	0	200000	200000000	29259.44349	13.95	12674.42	28374	9665	27304	28239	28368
5	1	500	0	200000	200000000	25909.12325	12.35667	14405.31333	31068.33333	10758	29889	30826	30972.66667
5	1	500	0	500000	33554432	19348.72202	9.23	3354.96	28424	1423	28234	28379	28407
5	1	500	0	500000	33554432	17918.25691	8.54	2788.58	16833	2038	11691	16079	16825
5	1	500	0	500000	33554432	105932.2034	50.51	532.07	2580	384	1982	2546	2571
5	1	500	0	500000	33554432	47733.06077	22.76	2225.20333	15945.66667	1281.66667	13969	15668	15934.33333
5	1	500	0	500000	100000000	13467.46933	6.42	9939.75	26473	11372	18846	25548	26471
5	1	500	0	500000	100000000	119246.363	56.86	1130.25	2956	1102	1549	2779	2954
5	1	500	0	500000	100000000	21226.46516	10.12	9054.87	16552	9731	15922	16216	16424
5	1	500	0	500000	100000000	51313.43249	24.46667	6708.29	15327	7401.66667	12105.66667	14847.66667	15283
5	1	500	0	500000	200000000	18445.76024	8.8	17746.71	28900	19163	28566	28823	28897
5	1	500	0	500000	200000000	18753.28182	8.94	16150.26	35369	16427	33054	35054	35287
5	1	500	0	500000	200000000	45012.60353	21.46	4764.5	15092	4136	12741	14775	15090
5	1	500	0	500000	200000000	27403.88187	13.06667	12887.15667	26453.66667	13242	24787	26217.33333	26424.66667
5	1	1000	0	16384	33554432	3643.332337	3.47	8890.83	32440	7673	25433	30970	32270
5	1	1000	0	16384	33554432	4137.086498	3.95	7538.26	26131	6676	25450	25979	26119
5	1	1000	0	16384	33554432	4766.353358	4.55	6815.48	23775	1780	22826	23598	23765
5	1	1000	0	16384	33554432	4182.2574	3.99	7748.19	27448.66667	5376.33333	24569.66667	26849	27384.66667
5	1	1000	0	16384	100000000	3473.548925	3.31	24581.11	52694	26529	47585	51973	52455
5	1	1000	0	16384	100000000	4340.503846	4.14	18238.18	45182	19018	43060	44703	45136
5	1	1000	0	16384	100000000	4218.056657	4.02	22203.94	47318	22572	41596	46583	47076
5	1	1000	0	16384	100000000	4010.70314	3.82333	21674.41	48398	22706.33333	44080.33333	47753	48222.33333
5	1	1000	0	16384	200000000	6613.231754	6.31	28717.94	68538	22711	67637	68363	68511
5	1	1000	0	16384	200000000	138197.8994	131.8	1039.95	1409	1114	1367	1395	1409
5	1	1000	0	16384	200000000	33238.05092	31.7	4500.39	9340	5687	8841	9283	9335
5	1	1000	0	16384	200000000	59349.72736	56.60333	11419.42667	26429	9837.33333	25948.33333	26347	26418.33333
5	1	1000	0	200000	33554432	53590.56806	51.11	575.61	824	595	735	795	823
5	1	1000	0	200000	33554432	51899.52252	49.5	594.1	741	623	700	715	718
5	1	1000	0	200000	33554432	50612.41016	48.27	614.24	1082	598	735	999	1044
5	1	1000	0	200000	33554432	52034.16692	49.62667	594.65	882.33333	605.33333	723.33333	836.33333	861.66667
5	1	1000	0	200000	100000000	48890.19263	46.63	1726.18	2223	1951	2133	2171	2194
5	1	1000	0	200000	100000000	49431.53732	47.14	1676.03	2318	1900	2234	2284	2317
5	1	1000	0	200000	100000000	50679.09994	48.33	1658.32	2152	1831	2058	2072	2111
5	1	1000	0	200000	100000000	49666.9433	47.36667	1686.84333	2231	1894	2141.66667	2175.66667	2207.33333
5	1	1000	0	200000	200000000	40869.70737	38.98	4096.67	7444	3895	7246	7384	7442
5	1	1000	0	200000	200000000	57247.53836	54.6	2327.47	4136	2903	3546	4105	4132
5	1	1000	0	200000	200000000	52709.25575	50.27	2754.6	4075	3411	4026	4062	4073
5	1	1000	0	200000	200000000	50275.50049	47.95	3059.58	5218.33333	3403	4939.33333	5183.66667	5215.66667
5	1	1000	0	500000	33554432	48090.79542	45.86	648.51	1460	633	1298	1398	1457
5	1	1000	0	500000	33554432	47993.85679	45.77	646.99	1275	636	1140	1222	1272
5	1	1000	0	500000	33554432	49608.09604	47.31	629.23	898	646	818	867	893
